# num_particles=1000
time,x_est,y_est,x_gt,y_gt,rmse
1768584021.85328,3.71175,-3.22927,3.83436,-3.11020,0.14823
1768584022.01569,3.72165,-3.20647,3.89779,-3.03290,0.06431
1768584022.04987,3.93453,-3.08568,3.95967,-2.95434,0.10999
1768584022.16238,3.90067,-3.04717,4.01996,-2.87456,0.04952
1768584022.27138,3.98186,-2.90619,4.07864,-2.79359,0.16890
1768584022.38779,3.95494,-2.90859,4.13569,-2.71147,0.12227
1768584022.45403,4.07521,-2.81773,4.19109,-2.62822,0.03987
1768584022.58534,4.15914,-2.67922,4.24482,-2.54387,0.13130
1768584022.65851,4.18852,-2.66250,4.29684,-2.45847,0.03478
1768584022.75298,4.26778,-2.51775,4.34715,-2.37205,0.09355
1768584022.85148,4.33977,-2.46531,4.39572,-2.28464,0.06391
1768584022.96103,4.41043,-2.36313,4.44253,-2.19627,0.11495
1768584023.05809,4.39974,-2.30296,4.48756,-2.10699,0.04299
1768584023.15445,4.46299,-2.23408,4.53080,-2.01682,0.10796
1768584023.25263,4.49024,-2.11688,4.57223,-1.92581,0.09529
1768584023.35573,4.53751,-2.01455,4.61183,-1.83399,0.07280
1768584023.45272,4.52687,-1.98276,4.64958,-1.74139,0.06189
1768584023.55619,4.59048,-1.75975,4.68548,-1.64806,0.08036
1768584023.65605,4.66376,-1.72543,4.71950,-1.55402,0.09817
1768584023.83315,4.68344,-1.64533,4.78187,-1.36401,0.08985
1768584023.86412,4.69825,-1.53159,4.78187,-1.36401,0.08525
1768584023.95723,4.80822,-1.39557,4.81019,-1.26811,0.02483
1768584024.35227,4.78147,-1.33918,4.86105,-1.07470,0.09279
1768584024.36585,4.86532,-1.25988,4.86105,-1.07470,0.19797
1768584024.45672,4.80490,-1.26454,4.88357,-0.97727,0.03148
1768584024.58419,4.88989,-1.08732,4.90414,-0.87941,0.17416
1768584024.65338,4.91752,-1.05305,4.92275,-0.78115,0.11075
1768584024.76745,4.93133,-0.89157,4.93938,-0.68255,0.14655
1768584024.86205,4.94307,-0.82906,4.95405,-0.58363,0.17223
1768584024.95246,4.92240,-0.75293,4.96673,-0.48444,0.15683
1768584025.05553,5.01530,-0.63356,4.97742,-0.38502,0.18783
1768584025.15230,5.01553,-0.56894,4.98613,-0.28540,0.19986
1768584025.25194,4.91440,-0.47194,4.99284,-0.18562,0.05278
1768584025.35225,4.96090,-0.33176,4.99755,-0.08574,0.01266
1768584025.59573,4.98411,-0.19480,5.00026,0.01422,0.06927
1768584025.65924,5.01351,-0.05377,5.00098,0.11422,0.10122
1768584025.75147,4.98601,0.01411,4.99970,0.21421,0.09160
1768584025.86579,5.00563,0.02274,4.99641,0.31415,0.14437
1768584025.95696,5.06174,0.18541,4.99113,0.41401,0.11214
1768584026.05468,5.04387,0.21255,4.98385,0.51375,0.07155
1768584026.15115,5.05809,0.38880,4.97458,0.61331,0.01672
1768584026.27025,4.99772,0.50441,4.96332,0.71268,0.15006
1768584026.36500,4.96857,0.56271,4.95007,0.81179,0.07727
1768584026.46873,4.99133,0.74646,4.93485,0.91063,0.07630
1768584026.55587,4.94076,0.73606,4.91765,1.00913,0.11702
1768584026.65063,4.90948,0.89240,4.89849,1.10728,0.15552
1768584026.75035,4.91257,0.95240,4.87736,1.20502,0.03385
